X1,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Age,Answer.Education,Answer.Gender,Answer.Income,Answer.Party,Answer.Politics,Answer.comments,Answer.ethnic,Answer.origin,Approve,Reject,invite
406,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3JAOYWH7VI49Y2YJGB52KLD9ALA9LH,A9KHK0MZRZS39,Submitted,Fri May 15 09:22:18 PDT 2015,Fri May 15 09:22:53 PDT 2015,Mon May 18 09:22:53 PDT 2015,NA,NA,NA,35,100% (3/3),0% (0/0),0% (0/0),33,"Graduate degree (Masters, Doctorate, etc.)",Female,4,Independent,3,NA,european,us,NA,NA,1
407,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,34Q075JO1XDEC162N54Q7V329BA10Q,A9KZGRERDRYHH,Submitted,Fri May 15 08:45:52 PDT 2015,Fri May 15 08:46:17 PDT 2015,Mon May 18 08:46:17 PDT 2015,NA,NA,NA,25,100% (3/3),0% (0/0),0% (0/0),36,"Graduate degree (Masters, Doctorate, etc.)",Male,5,Democrat,2,NA,european,us,NA,NA,1
408,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3B3WTRP3DB23XGCB65NX5PE04L5297,A9YQQIZRWVPIT,Approved,Fri May 15 05:33:17 PDT 2015,Fri May 15 05:33:35 PDT 2015,Mon May 18 05:33:35 PDT 2015,2015-05-18 12:38:14 UTC,NA,NA,18,100% (6/6),100% (2/2),100% (1/1),30,"Some college, no degree",Female,6,Independent,4,NA,european,us,NA,NA,1
409,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3LUY3GC63Z0VB4POT60PN6VNK5EP7A,AA0N2VT19BJFG,Approved,Fri May 15 06:32:20 PDT 2015,Fri May 15 06:32:48 PDT 2015,Mon May 18 06:32:48 PDT 2015,2015-05-18 13:33:12 UTC,NA,NA,28,100% (1/1),100% (1/1),100% (1/1),29,"Some college, no degree",Female,3,Independent,3,NA,european,us,NA,NA,0
410,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3STRJBFXOWRHYBPFTHYIWL16FSUTKK,AASJVWHK4W9NT,Approved,Fri May 15 05:34:28 PDT 2015,Fri May 15 05:34:48 PDT 2015,Mon May 18 05:34:48 PDT 2015,2015-05-18 12:38:14 UTC,NA,NA,20,100% (1/1),100% (1/1),100% (1/1),39,"Some college, no degree",Male,4,Democrat,2,NA,european,us,NA,NA,0
411,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3IX2EGZR7BJ97C6577TBVR0BCI4RJD,AAWX7QFQUNM6D,Approved,Fri May 15 06:55:45 PDT 2015,Fri May 15 06:56:39 PDT 2015,Mon May 18 06:56:39 PDT 2015,2015-05-18 13:58:09 UTC,NA,NA,54,100% (9/9),100% (1/1),100% (1/1),29,"Some college, no degree",Male,1,No,7,NA,asian,in,NA,NA,0
412,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,37FMASSAYCRQWU5ATSMLJBG7HHJIBM,AB5RZ126VTHSE,Submitted,Fri May 15 09:41:03 PDT 2015,Fri May 15 09:41:29 PDT 2015,Mon May 18 09:41:29 PDT 2015,NA,NA,NA,26,0% (0/0),0% (0/0),0% (0/0),19,"Some college, no degree",Male,4,Independent,3,NA,asian|european,us,NA,NA,0
413,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3B837J3LDOW26FPVU12PNSRY81MSRZ,ABWE3PBZSLECW,Submitted,Fri May 15 08:43:13 PDT 2015,Fri May 15 08:44:03 PDT 2015,Mon May 18 08:44:03 PDT 2015,NA,NA,NA,50,100% (2/2),0% (0/0),0% (0/0),27,"Some college, no degree",Female,1,Republican,7,NA,european,us,NA,NA,1
414,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3F0BG9B9MPNPKIHPKTW80XOZOAH7YM,ACCXC5V05C9R9,Approved,Fri May 15 06:23:54 PDT 2015,Fri May 15 06:25:04 PDT 2015,Mon May 18 06:25:04 PDT 2015,2015-05-18 13:28:13 UTC,NA,NA,70,100% (4/4),100% (2/2),100% (1/1),42,Associates degree,Female,5,Democrat,2,NA,european,us,NA,NA,1
415,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3VP0C6EFSGW6M1E6IG350O1WKPIM6B,ACXKO7WRVOXWQ,Approved,Fri May 15 06:19:05 PDT 2015,Fri May 15 06:19:58 PDT 2015,Mon May 18 06:19:58 PDT 2015,2015-05-18 13:23:18 UTC,NA,NA,53,100% (2/2),100% (1/1),100% (1/1),48,Bachelors degree,Female,3,Democrat,2,NA,european,us,NA,NA,1
416,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,30X31N5D63QA7Y3ESQG3S22O8X0SAT,AD9L5BBA79C2O,Submitted,Fri May 15 09:34:12 PDT 2015,Fri May 15 09:34:42 PDT 2015,Mon May 18 09:34:42 PDT 2015,NA,NA,NA,30,0% (0/0),0% (0/0),0% (0/0),32,Associates degree,Female,4,Independent,4,NA,european,us,NA,NA,1
417,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,333U7HK6I9FF62N0P6YRQ2J7XHKJD6,ADU047C75P5CK,Submitted,Fri May 15 09:20:16 PDT 2015,Fri May 15 09:20:53 PDT 2015,Mon May 18 09:20:53 PDT 2015,NA,NA,NA,37,0% (0/0),0% (0/0),0% (0/0),48,"Some college, no degree",Male,9,Democrat,1,"Nope. It's just a screener, right?",european,us,NA,NA,0
418,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3AAJC4I4FGSI93SWHONOHU2AL0VJZ8,AEJX8RQH5D3MK,Submitted,Fri May 15 09:46:49 PDT 2015,Fri May 15 09:47:24 PDT 2015,Mon May 18 09:47:24 PDT 2015,NA,NA,NA,35,0% (0/0),0% (0/0),0% (0/0),22,"Some college, no degree",Female,4,Democrat,3,NA,european,ca,NA,NA,0
419,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,36PW28KO4ZW9XFYWRVWY3LY976EEA1,AELOYBHVZFDW9,Approved,Fri May 15 05:36:34 PDT 2015,Fri May 15 05:36:58 PDT 2015,Mon May 18 05:36:58 PDT 2015,2015-05-18 12:38:16 UTC,NA,NA,24,100% (31/31),100% (3/3),100% (1/1),54,Bachelors degree,Male,1,Democrat,3,NA,european,us,NA,NA,0
420,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3WEV0KO0OMS8556QC075I3AUT0WSDU,AEPILCT3MEYMR,Submitted,Fri May 15 09:04:37 PDT 2015,Fri May 15 09:05:03 PDT 2015,Mon May 18 09:05:03 PDT 2015,NA,NA,NA,26,0% (0/0),0% (0/0),0% (0/0),31,Bachelors degree,Male,1,Independent,5,NA,european,us,NA,NA,1
421,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3T3IWE1XG6N39ENA6MIFS7DFEY0TQQ,AEQ6KLNVTRKKR,Submitted,Fri May 15 09:19:00 PDT 2015,Fri May 15 09:19:36 PDT 2015,Mon May 18 09:19:36 PDT 2015,NA,NA,NA,36,0% (0/0),0% (0/0),0% (0/0),29,Some High School,Male,2,Independent,4,NA,hispanic,us,NA,NA,1
422,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,386CSBG1OZMX7GCYA9AMHXL1UQN6QQ,AEWGY34WUIA32,Submitted,Fri May 15 08:38:12 PDT 2015,Fri May 15 08:39:01 PDT 2015,Mon May 18 08:39:01 PDT 2015,NA,NA,NA,49,100% (1/1),0% (0/0),0% (0/0),28,Bachelors degree,Male,3,Democrat,4,no,asian,us,NA,NA,1
423,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3P4RDNWND56WED3MHKZ2HZZKPNUJIC,AF1VPADWTM40W,Submitted,Fri May 15 09:56:37 PDT 2015,Fri May 15 09:57:54 PDT 2015,Mon May 18 09:57:54 PDT 2015,NA,NA,NA,77,100% (1/1),0% (0/0),0% (0/0),37,Associates degree,Female,2,Independent,0,NA,european|other,us,NA,NA,1
424,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,33ISQZVXPPMITWBGFIMUJSOUMXZCCL,AFHYKBNXB3FQ2,Submitted,Fri May 15 09:30:01 PDT 2015,Fri May 15 09:30:35 PDT 2015,Mon May 18 09:30:35 PDT 2015,NA,NA,NA,34,100% (2/2),0% (0/0),0% (0/0),26,"Some college, no degree",Male,4,Democrat,2,NA,european,us,NA,NA,1
425,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,32N49TQG3GIQZQKIMLL83PMV71SVAZ,AFIHIZNSJVWVM,Submitted,Fri May 15 08:39:46 PDT 2015,Fri May 15 08:40:13 PDT 2015,Mon May 18 08:40:13 PDT 2015,NA,NA,NA,27,0% (0/0),0% (0/0),0% (0/0),29,"Some college, no degree",Female,4,Independent,4,n/a,european,us,NA,NA,1
426,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3LQ8PUHQFLS0N78WTKWH5MJ5CUNIH1,AFOPSLYSR83LW,Submitted,Fri May 15 08:45:31 PDT 2015,Fri May 15 08:46:29 PDT 2015,Mon May 18 08:46:29 PDT 2015,NA,NA,NA,58,0% (0/0),0% (0/0),0% (0/0),20,"Some college, no degree",Male,4,Democrat,2,NA,european,ua,NA,NA,0
427,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,39PAAFCODM0VEMJRSLCPYUCNVQ2VT9,AGEIC5QR2GSYE,Approved,Fri May 15 05:45:05 PDT 2015,Fri May 15 05:47:44 PDT 2015,Mon May 18 05:47:44 PDT 2015,2015-05-18 12:48:16 UTC,NA,NA,159,100% (1/1),100% (1/1),100% (1/1),27,Bachelors degree,Male,2,Other,3,NA,asian,in,NA,NA,0
428,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3X4JMASXCM9FPZOUP2XFD7GBVN20B9,AH8U9NQH278G3,Submitted,Fri May 15 09:07:09 PDT 2015,Fri May 15 09:07:46 PDT 2015,Mon May 18 09:07:46 PDT 2015,NA,NA,NA,37,0% (0/0),0% (0/0),0% (0/0),27,"Graduate degree (Masters, Doctorate, etc.)",Male,3,Democrat,3,NA,european,us,NA,NA,1
429,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3U5NZHP4LR2S4TV06FM1EJKHY89PHB,AHEJHFN0VV6E3,Approved,Fri May 15 06:19:00 PDT 2015,Fri May 15 06:19:48 PDT 2015,Mon May 18 06:19:48 PDT 2015,2015-05-18 13:23:18 UTC,NA,NA,48,100% (2/2),100% (1/1),100% (1/1),42,Bachelors degree,Female,2,Democrat,1,NA,asian,in,NA,NA,0
430,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3IX2EGZR7BJ97C6577TBVR0BCIBJRC,AHPOOKYE7V04D,Submitted,Fri May 15 09:24:14 PDT 2015,Fri May 15 09:24:36 PDT 2015,Mon May 18 09:24:36 PDT 2015,NA,NA,NA,22,0% (0/0),0% (0/0),0% (0/0),34,"Graduate degree (Masters, Doctorate, etc.)",Male,4,Independent,7,NA,european,us,NA,NA,1
431,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3A0EX8ZRN8OCMUKFXA8O5ZAV70CBYG,AHQXCSWP0U6KO,Approved,Fri May 15 07:33:17 PDT 2015,Fri May 15 07:34:05 PDT 2015,Mon May 18 07:34:05 PDT 2015,2015-05-18 14:38:17 UTC,NA,NA,48,100% (5/5),100% (1/1),100% (1/1),65,Bachelors degree,Female,4,Independent,4,NA,european,us,NA,NA,1
432,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3EJPLAJKEMG6L8DPX5TZ8QX5ZT86ZK,AHT8HA3JRWVGV,Submitted,Fri May 15 08:39:53 PDT 2015,Fri May 15 08:40:32 PDT 2015,Mon May 18 08:40:32 PDT 2015,NA,NA,NA,39,100% (4/4),0% (0/0),0% (0/0),28,Associates degree,Female,1,Democrat,1,NA,hispanic,us,NA,NA,1
433,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3NPI0JQDAO5I92MV693QS2N5928PTP,AI01TBF4CXKXI,Approved,Fri May 15 07:21:47 PDT 2015,Fri May 15 07:22:28 PDT 2015,Mon May 18 07:22:28 PDT 2015,2015-05-18 14:23:17 UTC,NA,NA,41,100% (23/23),100% (1/1),100% (1/1),32,Bachelors degree,Male,2,Independent,4,NA,asian,ae,NA,NA,0
434,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3FTOP5WARFOL7IM6DUAWBVZO3TC0JX,AICQGFYR5BGV9,Submitted,Fri May 15 09:34:08 PDT 2015,Fri May 15 09:34:43 PDT 2015,Mon May 18 09:34:43 PDT 2015,NA,NA,NA,35,0% (0/0),0% (0/0),0% (0/0),26,Bachelors degree,Female,1,Democrat,3,NA,european,us,NA,NA,1
435,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3DZQRBDBSLFAND4TJB1T5UOI2N6S3V,AIM6UIPPVF05M,Submitted,Fri May 15 08:36:31 PDT 2015,Fri May 15 08:36:54 PDT 2015,Mon May 18 08:36:54 PDT 2015,NA,NA,NA,23,100% (4/4),0% (0/0),0% (0/0),34,Bachelors degree,Male,5,Independent,2,NA,european,us,NA,NA,0
436,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3PJ71Z61R42W8VUFN1NJ064VCFS91Y,AIMZIHLL54NL7,Approved,Fri May 15 05:37:43 PDT 2015,Fri May 15 05:38:38 PDT 2015,Mon May 18 05:38:38 PDT 2015,2015-05-18 12:43:13 UTC,NA,NA,55,100% (1/1),100% (1/1),100% (1/1),38,Bachelors degree,Male,3,Independent,2,NA,asian,in,NA,NA,0
437,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,39LOEL67OS5S4TPK5DVOO3OHQTR833,AIUKV0KVALMY6,Approved,Fri May 15 06:11:20 PDT 2015,Fri May 15 06:11:40 PDT 2015,Mon May 18 06:11:40 PDT 2015,2015-05-18 13:13:16 UTC,NA,NA,20,100% (12/12),100% (1/1),100% (1/1),29,Some High School,Female,2,Independent,4,NA,european,us,NA,NA,1
438,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,35BLDD71I6XR0YSQYD17KID4GN2ZV9,AJ5X3G1G0IHX2,Submitted,Fri May 15 09:49:45 PDT 2015,Fri May 15 09:50:14 PDT 2015,Mon May 18 09:50:14 PDT 2015,NA,NA,NA,29,0% (0/0),0% (0/0),0% (0/0),23,Bachelors degree,Female,6,Republican,5,NA,european,us,NA,NA,1
439,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,345LHZDEDXSQ2QWX8GWTKV66NKOU3A,AJAOE1PSNKGUE,Approved,Fri May 15 07:28:20 PDT 2015,Fri May 15 07:28:56 PDT 2015,Mon May 18 07:28:56 PDT 2015,2015-05-18 14:33:20 UTC,NA,NA,36,100% (1/1),100% (1/1),100% (1/1),44,"Graduate degree (Masters, Doctorate, etc.)",Female,8,Democrat,1,NA,european,us,NA,NA,0
440,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3VW04L3ZLT6UZSX6XAE4BIUEOX0XXZ,AJD3JOWNVDZD1,Approved,Fri May 15 05:59:04 PDT 2015,Fri May 15 05:59:46 PDT 2015,Mon May 18 05:59:46 PDT 2015,2015-05-18 13:03:17 UTC,NA,NA,42,100% (4/4),100% (2/2),100% (1/1),49,Some High School,Female,4,Republican,7,NA,european,us,NA,NA,1
441,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3G5F9DBFOPX59DSWSRV0KB9ZKWJVHB,AJDMNI5LT1VKR,Submitted,Fri May 15 09:09:51 PDT 2015,Fri May 15 09:10:27 PDT 2015,Mon May 18 09:10:27 PDT 2015,NA,NA,NA,36,100% (1/1),0% (0/0),0% (0/0),47,"Graduate degree (Masters, Doctorate, etc.)",Female,3,Democrat,2,NA,european,uk,NA,NA,0
442,3KG2UQJ0MJO2RHLWJOR1UOB2SH6QN7,3X2GEGK7X20T6VWBWEA9DSXPVXX44N,Prestudy for a study on moral opinions,Provide some background information in order to qualify for a series of HITs,"survey, demographics, research",$0.05,Fri May 15 05:29:53 PDT 2015,500,BatchId:1944384;,600,259200,Fri May 22 05:29:53 PDT 2015,NA,NA,3JAOYWH7VI49Y2YJGB52KLD9AL89LF,AJMWITY1XT7H7,Submitted,Fri May 15 08:35:08 PDT 2015,Fri May 15 08:35:36 PDT 2015,Mon May 18 08:35:36 PDT 2015,NA,NA,NA,28,100% (4/4),0% (0/0),0% (0/0),33,Bachelors degree,Female,9,Democrat,1,NA,asian,us,NA,NA,0
