issue,question,opinion,arg,counter_arg,workerid,belief_publicopinion,collection,age,gender,politics,party,ethnic,origin
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4,3,88,-2,2,33,Male,7,Republican,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4,0|1,69,1,2,27,Female,6,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,3,0,232,2,2,67,Male,4,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,5,1,344,-1,2,21,Male,2,Independent,hispanic,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,3|5|4,0,44,0,2,23,Male,4,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|3,0|3,286,1,2,24,Female,2,Democrat,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,1|0,4,360,0,2,27,Female,2,Democrat,asian,us
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,1,379,0,2,35,Female,5,Republican,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4|0,0,417,0,2,26,Male,4,Democrat,hispanic,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,3|1,422,0,2,30,Female,2,Democrat,hispanic,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,4,307,2,2,37,Female,4,Independent,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,0,5|3,0,32,1,2,62,Male,2,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,0,4|2,1|5,301,1,2,21,Male,3,Other,hispanic,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,6,0|6,372,0,2,48,Female,6,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4|6,5,233,0,2,50,Female,6,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,3,4,251,1,2,33,Male,5,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,5,0,259,0,2,39,Female,1,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,3|5|0,4|1,393,0,2,27,Male,4,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|4,0,85,1,2,67,Male,3,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,6,354,0,2,31,Female,2,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,3|4|0,3|4|0,33,0,2,42,Female,1,Democrat,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,3,229,1,2,50,Female,3,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4,0,263,2,2,30,Male,6,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|3,4,217,0,2,36,Female,2,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4|0,5,18,1,2,42,Female,3,Democrat,asian|hispanic,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,0,0,5,42,0,2,28,Female,2,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|4,0|1,220,1,2,28,Male,4,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4,4,272,-2,2,33,Male,4,Independent,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|1,5,121,2,2,20,Female,5,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,0,2,1,178,-2,2,30,Male,7,Republican,asian,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,5,239,1,2,59,Female,5,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,0,129,1,2,41,Male,6,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|1,4|1,126,1,2,42,Male,6,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,0,3,0,137,1,2,31,Female,1,Independent,african|european|hispanic|arabic|other,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|4|6,6,112,0,2,27,Female,5,No,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,0,4,1|0,36,-1,2,55,Female,4,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,1|0,1|3|5,63,0,2,48,Female,4,Independent,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,3,1,269,-1,2,37,Female,5,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|6,5|3|4|1,184,1,2,29,Female,3,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|3,2,152,0,2,35,Female,4,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,1,320,1,2,43,Female,2,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,2|4|3|0,1,359,1,2,32,Female,6,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,1|0|4,1|3,366,1,2,47,Male,7,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4|0,5,157,0,2,25,Female,1,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,3,190,0,2,28,Female,3,Democrat,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|2,5,103,-1,2,34,Male,6,Democrat,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4|0|3|5,1|5,276,2,2,32,Female,4,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,6,1,300,0,2,29,Male,3,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,1,5,334,1,2,44,Female,6,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,5,410,1,2,36,Female,5,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4,3,76,0,2,29,Female,4,No,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,0,6,1|0|4,62,-1,2,18,Male,4,Independent,asian,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,3|0,1|3,420,2,2,30,Female,2,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,5|0|2|1,3|4,342,2,2,30,Female,4,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0|5|3|1,0|5|3|1,74,-1,2,50,Female,5,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,3|0|4|2|1|5,1|5,328,0,2,35,Male,2,No,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,6,4,108,1,2,56,Male,4,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,3,343,1,2,41,Female,6,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,0,5,3,50,1,2,30,Male,1,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,4|1,0,97,1,2,22,Male,1,Democrat,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,4,35,2,2,26,Female,4,Democrat,hispanic,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,6,3,346,2,2,43,Female,1,Independent,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,1|0|6,4|5,378,2,2,26,Female,4,Independent,asian,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,2|1|0,4,323,1,2,27,Male,7,Republican,european,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,0,3,258,1,2,32,Female,5,Republican,african,–
hitbeatr,Would you approve of a man punching a stranger who was beating up a woman and the man saw it?,1,6,6,109,0,2,42,Male,6,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,3,4,113,NA,1,50,Male,6,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,49,NA,1,51,Female,2,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|4|0,4,78,NA,1,39,Male,5,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,1|4,1|5|0,339,NA,1,25,Male,5,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|5|6,0,287,NA,1,24,Female,4,Independent,african,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,1,306,NA,1,41,Female,6,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5,4|0,326,NA,1,25,Male,4,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,1,413,NA,1,32,Female,0,No,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1|3,1,361,NA,1,34,Male,7,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4,3,6,NA,1,30,Male,0,Other,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,2|1,165,NA,1,31,Male,3,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|1,4|2,156,NA,1,32,Female,2,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,304,NA,1,52,Female,4,Independent,european|other,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,1|4,197,NA,1,27,Male,2,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4,3,409,NA,1,28,Male,5,Independent,european|hispanic,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|3|4|6,3,183,NA,1,34,Female,4,No,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|0,5|0,384,NA,1,47,Female,2,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3,0,117,NA,1,24,Female,0,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|4|1|0,5|1|0,123,NA,1,22,Female,4,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,0,201,NA,1,42,Female,2,Democrat,hispanic,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,3|0,1,110,NA,1,50,Female,0,Independent,european|other,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,163,NA,1,32,Female,4,Independent,hispanic,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,133,NA,1,39,Male,2,Democrat,asian,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4,329,NA,1,29,Male,0,Other,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,1,135,NA,1,33,Female,1,Democrat,african,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,4|0|1,141,NA,1,24,Female,2,Democrat,european|other,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,3|0,4,225,NA,1,26,Male,2,Democrat,asian,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4,219,NA,1,27,Male,4,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,4|5,95,NA,1,23,Male,5,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,5,213,NA,1,22,Male,4,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|1,5,261,NA,1,34,Male,3,Democrat,african,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,4|3,250,NA,1,21,Male,3,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,3,315,NA,1,51,Female,2,Democrat,NA,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5|0,3|4,90,NA,1,34,Male,4,Independent,african|european|hispanic|other,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4,0,240,NA,1,36,Female,3,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,3,48,NA,1,27,Male,3,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4,1,16,NA,1,32,Male,5,No,african,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4,358,NA,1,28,Male,4,Democrat,asian,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|0|1,3,390,NA,1,32,Male,1,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4,215,NA,1,44,Male,7,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1|2,0|3,205,NA,1,30,Male,0,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3|1|4,176,NA,1,25,Female,7,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3|0,37,NA,1,34,Female,2,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,6,348,NA,1,42,Female,2,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,3,118,NA,1,42,Male,0,Other,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,3|1,352,NA,1,32,Female,4,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,0,371,NA,1,27,Male,7,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|4,0|2,327,NA,1,20,Female,2,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,0,324,NA,1,37,Female,3,Democrat,african,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,0,317,NA,1,25,Female,5,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5,5,403,NA,1,25,Female,0,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5,4,161,NA,1,32,Male,7,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,5,262,NA,1,40,Female,5,Republican,NA,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,1|3|0,421,NA,1,55,Male,5,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,6,30,NA,1,49,Female,6,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,2|4,1|4,236,NA,1,27,Male,0,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1|6,3|4,336,NA,1,54,Male,5,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0|4,3|5,72,NA,1,32,Male,5,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3,5,104,NA,1,29,Male,6,Democrat,asian,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,3|0,4|3|0,294,NA,1,41,Male,5,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,0|1|4,244,NA,1,46,Male,3,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,5,NA,1,29,Male,4,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,1,282,NA,1,38,Male,4,Independent,asian|european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|2,0|5|3|4,367,NA,1,29,Female,4,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,3,394,NA,1,32,Female,4,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,2,154,NA,1,23,Male,3,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,5,302,NA,1,24,Female,3,Democrat,african,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|0,3|1,290,NA,1,34,Male,0,Other,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|0,5|3,313,NA,1,26,Male,2,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,5,207,NA,1,35,Female,3,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0|4,0|1|2,419,NA,1,20,Male,7,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,1,266,NA,1,32,Male,3,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4|0,283,NA,1,25,Male,2,Democrat,asian,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0|4|5,0|5,267,NA,1,57,Female,5,Independent,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5,5,383,NA,1,35,Female,2,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3,1,64,NA,1,56,Female,5,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5|1|3,3,158,NA,1,46,Male,4,Democrat,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,2,4,9,NA,1,21,Female,2,Democrat,african,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3,1,387,-2,2,27,Male,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|4|3,1|2|5,10,0,2,26,Female,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,0|1,422,0,2,30,Female,2,Democrat,hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3,5,61,0,2,21,Male,3,Democrat,asian,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,6,209,0,2,31,Female,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,4,0,44,0,2,23,Male,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,0|1,310,-1,2,29,Male,7,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|0,3,75,2,2,32,Female,5,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0,1,291,0,2,27,Female,3,Independent,african|arabic|other,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|0,5|3,281,1,2,32,Female,6,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4,152,0,2,35,Female,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,1|6,5,57,1,2,31,Female,3,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,6,328,0,2,35,Male,2,No,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,5,0|4|3,97,0,2,22,Male,1,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,1,318,-2,2,36,Female,2,Democrat,hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|5,4,220,0,2,28,Male,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,0,109,0,2,42,Male,6,Republican,european,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,4,5,232,2,2,67,Male,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,0,129,1,2,41,Male,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|1,0,354,-1,2,31,Female,2,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4,0,264,-2,2,34,Male,5,No,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,1,214,2,2,31,Male,5,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,4|0,5,379,0,2,35,Female,5,Republican,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,0,251,-1,2,33,Male,5,Democrat,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,4,206,0,2,34,Male,1,Democrat,hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|1|0,5|4|1|0,150,-2,2,32,Female,1,No,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,2,185,0,2,34,Male,5,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,1,334,1,2,44,Female,6,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,3,1,344,1,2,21,Male,2,Independent,hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,1,5,360,0,2,27,Female,2,Democrat,asian,us
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,6,6,94,-2,2,29,Male,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0|1,3,321,0,2,26,Female,1,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,0|3,5|1,269,-1,2,37,Female,5,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,1,63,2,2,48,Female,4,Independent,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,5,343,1,2,41,Female,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,3|0,3,325,-2,2,49,Female,4,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,2,5,15,2,2,43,Female,5,NA,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,6,239,0,2,59,Female,5,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,4|0,5|3,22,1,2,43,Female,2,Democrat,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,4|1|6,2|5|0|1,184,1,2,29,Female,3,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,4|0,5,33,0,2,42,Female,1,Democrat,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,1,3,299,2,2,43,Female,4,Independent,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,1,4,182,1,2,45,Female,6,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,4,35,2,2,26,Female,4,Democrat,hispanic,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,5,0,410,-1,2,36,Female,5,Republican,european,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,0,3,307,1,2,37,Female,4,Independent,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,1,2|1,3|0,103,-2,2,34,Male,6,Democrat,african,–
hitchild,Would you approve of a man punching a stranger who had hit the man's child after the child accidentally damaged the stranger's car?,0,6,6,170,-2,2,35,Male,5,Democrat,european,–
